,Uniprot Number,Subcellular Location
6358,P00533    ,Protein-Containing Complex
6362,P00533    ,Cell Surface
6363,P00533    ,Multivesicular Body
6364,P00533    ,Internal Vesicle Lumen
6365,P00533    ,Early Endosome Membrane
6367,P00533    ,Focal Adhesion
6369,P00533    ,Shc-Egfr Complex
6370,P00533    ,Basolateral Plasma Membrane
6381,P00533    ,Extracellular Space
6382,P00533    ,Receptor Complex
6383,P00533    ,Basal Plasma Membrane
6384,P00533    ,Integral Component Of Plasma Membrane
6385,P00533    ,Clathrin-Coated Vesicle Membrane
6520,P00533    ,Cell Junction
6522,P00533    ,Synapse
6524,P00533    ,Endocytic Vesicle
6525,P00533    ,Apical Plasma Membrane
6539,P21709    ,Integral Component Of Plasma Membrane
6540,P21709    ,Receptor Complex
6541,P21709    ,Dendritic Spine
6542,P21709    ,Neuron Projection
6544,P21709    ,Plasma Membrane
6557,P21709    ,Integral Component Of Membrane
6560,P21709    ,Membrane
6563,Q5JZY3    ,Receptor Complex
6564,Q5JZY3    ,Neuron Projection
6565,Q5JZY3    ,Integral Component Of Plasma Membrane
6566,Q5JZY3    ,Plasma Membrane
6578,Q5JZY3    ,Integral Component Of Membrane
6580,Q5JZY3    ,Extracellular Region
6582,Q5JZY3    ,Membrane
6588,P29317    ,Integral Component Of Plasma Membrane
6589,P29317    ,Integral Component Of Membrane
6590,P29317    ,Membrane
6592,P29317    ,Cell Junction
6593,P29317    ,Cell Projection
6594,P29317    ,Plasma Membrane
6596,P29317    ,Focal Adhesion
6597,P29317    ,Lamellipodium Membrane
6598,P29317    ,Ruffle Membrane
6599,P29317    ,Tight Junction
6600,P29317    ,Lamellipodium
6601,P29317    ,Cell Surface
6604,P29317    ,Leading Edge Membrane
6610,P29317    ,Receptor Complex
6611,P29317    ,Neuron Projection
6626,P29320    ,Integral Component Of Plasma Membrane
6627,P29320    ,Integral Component Of Membrane
6628,P29320    ,Extracellular Region
6629,P29320    ,Plasma Membrane
6630,P29320    ,Membrane
6636,P29320    ,Early Endosome
6637,P29320    ,Receptor Complex
6638,P29320    ,Neuron Projection
6651,P29320    ,Nuclear Membrane
6652,P29320    ,Actin Cytoskeleton
6654,P29320    ,Cytosol
6655,P29320    ,Nucleoplasm
6657,P54764    ,Plasma Membrane
6658,P54764    ,Dendritic Shaft
6659,P54764    ,Dendritic Spine
6660,P54764    ,Early Endosome Membrane
6661,P54764    ,Dendrite
6662,P54764    ,Axon
6663,P54764    ,Integral Component Of Plasma Membrane
6664,P54764    ,Cytoplasm
6665,P54764    ,Receptor Complex
6667,P54764    ,Neuron Projection
6680,P54764    ,Glutamatergic Synapse
6681,P54764    ,Cell Body
6682,P54764    ,Axonal Growth Cone
6683,P54764    ,Axon Terminus
6684,P54764    ,Perikaryon
6687,P54764    ,Cell Projection
6688,P54764    ,Neuromuscular Junction
6690,P54764    ,Filopodium
6691,P54764    ,Postsynaptic Density
6692,P54764    ,Cell Surface
6695,P54764    ,Golgi Apparatus
6696,P54764    ,Endoplasmic Reticulum
6697,P54764    ,Mitochondrial Outer Membrane
6699,P54764    ,Integral Component Of Presynaptic Membrane
6700,P54764    ,Integral Component Of Postsynaptic Membrane
6707,P54764    ,Integral Component Of Membrane
6708,P54764    ,Postsynaptic Membrane
6710,P54764    ,Membrane
6712,P54764    ,Endosome
6713,P54764    ,Cell Junction
6715,P54764    ,Synapse
6717,P54764    ,Early Endosome
6718,P54764    ,Adherens Junction
6721,P54764    ,Postsynaptic Density Membrane
6723,P54756    ,Integral Component Of Plasma Membrane
6724,P54756    ,Integral Component Of Membrane
6725,P54756    ,Plasma Membrane
6726,P54756    ,Cell Projection
6727,P54756    ,Membrane
6730,P54756    ,Dendrite
6731,P54756    ,Axon
6734,P54756    ,Perinuclear Region Of Cytoplasm
6735,P54756    ,Neuronal Cell Body
6737,P54756    ,External Side Of Plasma Membrane
6739,P54756    ,Rough Endoplasmic Reticulum
6740,P54756    ,Receptor Complex
6741,P54756    ,Neuron Projection
6755,Q9UF33    ,Membrane
6756,Q9UF33    ,Receptor Complex
6757,Q9UF33    ,Neuron Projection
6758,Q9UF33    ,Integral Component Of Plasma Membrane
6759,Q9UF33    ,Plasma Membrane
6770,Q9UF33    ,Nucleoplasm
6772,Q9UF33    ,Integral Component Of Membrane
6776,Q15375    ,Integral Component Of Postsynaptic Density Membrane
6777,Q15375    ,Integral Component Of Postsynaptic Specialization Membrane
6778,Q15375    ,Glutamatergic Synapse
6779,Q15375    ,Postsynaptic Membrane
6780,Q15375    ,Neuronal Cell Body
6781,Q15375    ,Neuromuscular Junction
6782,Q15375    ,Dendrite
6784,Q15375    ,Integral Component Of Plasma Membrane
6785,Q15375    ,Integral Component Of Membrane
6787,Q15375    ,Membrane
6788,Q15375    ,Plasma Membrane
6790,Q15375    ,Receptor Complex
6791,Q15375    ,Neuron Projection
6805,P29322    ,Neuron Projection
6806,P29322    ,Integral Component Of Plasma Membrane
6807,P29322    ,Receptor Complex
6810,P29322    ,Plasma Membrane
6824,P29322    ,Integral Component Of Membrane
6827,P29322    ,Cell Projection
6828,P29322    ,Membrane
6829,P29322    ,Endosome
6830,P29322    ,Early Endosome Membrane
6834,P54762    ,Integral Component Of Plasma Membrane
6835,P54762    ,Integral Component Of Membrane
6836,P54762    ,Plasma Membrane
6838,P54762    ,Membrane
6839,P54762    ,Cell Projection
6840,P54762    ,Endosome
6841,P54762    ,Early Endosome Membrane
6843,P54762    ,Dendrite
6844,P54762    ,Extracellular Exosome
6848,P54762    ,Receptor Complex
6881,P54762    ,Cytosol
6882,P54762    ,Extracellular Region
6885,P54762    ,Endoplasmic Reticulum
6886,P54762    ,Glutamatergic Synapse
6887,P54762    ,Membrane Raft
6888,P54762    ,Filopodium Tip
6889,P54762    ,Axon
6891,P54762    ,Cytoplasm
6893,P29323    ,Postsynapse
6894,P29323    ,Dendrite
6895,P29323    ,Axon
6896,P29323    ,Integral Component Of Plasma Membrane
6897,P29323    ,Receptor Complex
6899,P29323    ,Plasma Membrane
6930,P29323    ,Cytosol
6931,P29323    ,Extracellular Region
6933,P29323    ,Nucleoplasm
6934,P29323    ,Integral Component Of Presynaptic Membrane
6935,P29323    ,Integral Component Of Postsynaptic Membrane
6936,P29323    ,Glutamatergic Synapse
6937,P29323    ,Neuronal Cell Body
6943,P29323    ,Integral Component Of Membrane
6946,P29323    ,Membrane
6947,P29323    ,Cell Projection
6952,P54753    ,Integral Component Of Plasma Membrane
6954,P54753    ,Receptor Complex
6956,P54753    ,Plasma Membrane
6987,P54753    ,Cytosol
6988,P54753    ,Extracellular Region
6990,P54753    ,Integral Component Of Membrane
6992,P54753    ,Membrane
6993,P54753    ,Cell Projection
6995,P54753    ,Dendrite
6998,P54760    ,Extracellular Exosome
6999,P54760    ,Integral Component Of Plasma Membrane
7000,P54760    ,Receptor Complex
7002,P54760    ,Plasma Membrane
7033,P54760    ,Cytosol
7034,P54760    ,Extracellular Region
7036,P54760    ,Integral Component Of Membrane
7037,P54760    ,Membrane
7042,O15197    ,Receptor Complex
7043,O15197    ,Integral Component Of Plasma Membrane
7044,O15197    ,Plasma Membrane
7075,O15197    ,Cytosol
7076,O15197    ,Extracellular Region
7078,O15197    ,Integral Component Of Membrane
7079,O15197    ,Membrane
7085,P04626    ,Membrane
7086,P04626    ,Integral Component Of Membrane
7087,P04626    ,Cytoplasm
7089,P04626    ,Plasma Membrane
7090,P04626    ,Nucleus
7091,P04626    ,Endosome
7094,P04626    ,Perinuclear Region Of Cytoplasm
7095,P04626    ,Early Endosome
7099,P04626    ,Receptor Complex
7101,P04626    ,Basolateral Plasma Membrane
7103,P04626    ,Endosome Membrane
7108,P04626    ,Basal Plasma Membrane
7109,P04626    ,Integral Component Of Plasma Membrane
7150,P04626    ,Cytosol
7151,P04626    ,Myelin Sheath
7152,P04626    ,Cytoplasmic Vesicle
7153,P04626    ,Apical Plasma Membrane
7157,P21860    ,Integral Component Of Plasma Membrane
7158,P21860    ,Receptor Complex
7159,P21860    ,Basolateral Plasma Membrane
7160,P21860    ,Plasma Membrane
7161,P21860    ,Extracellular Space
7163,P21860    ,Basal Plasma Membrane
7190,P21860    ,Lateral Plasma Membrane
7191,P21860    ,Apical Plasma Membrane
7192,P21860    ,Membrane
7193,P21860    ,Integral Component Of Membrane
7194,P21860    ,Extracellular Region
7201,Q15303    ,Postsynaptic Membrane
7202,Q15303    ,Basolateral Plasma Membrane
7203,Q15303    ,Mitochondrion
7204,Q15303    ,Nucleus
7205,Q15303    ,Receptor Complex
7206,Q15303    ,Basal Plasma Membrane
7207,Q15303    ,Integral Component Of Plasma Membrane
7208,Q15303    ,Plasma Membrane
7241,Q15303    ,Cytosol
7255,Q15303    ,Mitochondrial Matrix
7256,Q15303    ,Nucleoplasm
7266,Q15303    ,Extracellular Region
7268,Q15303    ,Integral Component Of Postsynaptic Density Membrane
7269,Q15303    ,Integral Component Of Presynaptic Membrane
7270,Q15303    ,Gaba-Ergic Synapse
7271,Q15303    ,Glutamatergic Synapse
7272,Q15303    ,Membrane
7273,Q15303    ,Integral Component Of Membrane
7283,P16591    ,Cell Junction
7284,P16591    ,Nucleus
7285,P16591    ,Cytoskeleton
7286,P16591    ,Plasma Membrane
7287,P16591    ,Cell Projection
7288,P16591    ,Membrane
7289,P16591    ,Cytoplasm
7297,P16591    ,Cell Cortex
7299,P16591    ,Lamellipodium
7300,P16591    ,Microtubule Cytoskeleton
7301,P16591    ,Actin Cytoskeleton
7304,P16591    ,Nuclear Chromatin
7305,P16591    ,Cytosol
7308,P07332    ,Plasma Membrane
7309,P07332    ,Golgi Apparatus
7310,P07332    ,Membrane
7311,P07332    ,Cytoplasmic Vesicle
7313,P07332    ,Microtubule Cytoskeleton
7314,P07332    ,Focal Adhesion
7315,P07332    ,Cytoplasm
7316,P07332    ,Cytosol
7323,P07332    ,Cell Junction
7324,P07332    ,Cytoskeleton
7331,P11362    ,Integral Component Of Plasma Membrane
7332,P11362    ,Integral Component Of Membrane
7335,P11362    ,Plasma Membrane
7336,P11362    ,Extracellular Region
7337,P11362    ,Receptor Complex
7401,P11362    ,Cytosol
7402,P11362    ,Nucleus
7406,P11362    ,Membrane
7407,P11362    ,Cytoplasmic Vesicle
7408,P11362    ,Cytoplasm
7410,P21802    ,Integral Component Of Membrane
7411,P21802    ,Membrane
7412,P21802    ,Cytoplasmic Vesicle
7413,P21802    ,Golgi Apparatus
7414,P21802    ,Extracellular Region
7416,P21802    ,Plasma Membrane
7420,P21802    ,Excitatory Synapse
7421,P21802    ,Collagen-Containing Extracellular Matrix
7424,P21802    ,Cell Surface
7425,P21802    ,Cell Cortex
7426,P21802    ,Integral Component Of Plasma Membrane
7428,P21802    ,Cytoplasm
7430,P21802    ,Nucleus
7432,P21802    ,Receptor Complex
7496,P22607    ,Transport Vesicle
7497,P22607    ,Golgi Apparatus
7498,P22607    ,Plasma Membrane
7499,P22607    ,Integral Component Of Plasma Membrane
7500,P22607    ,Focal Adhesion
7502,P22607    ,Receptor Complex
7564,P22607    ,Endoplasmic Reticulum
7565,P22607    ,Cell Surface
7566,P22607    ,Cytoplasm
7567,P22607    ,Nucleus
7568,P22607    ,Integral Component Of Membrane
7569,P22607    ,Cytoplasmic Vesicle
7570,P22607    ,Extracellular Region
7572,P22607    ,Membrane
7579,P22455    ,Transport Vesicle
7580,P22455    ,Golgi Apparatus
7581,P22455    ,Plasma Membrane
7582,P22455    ,Integral Component Of Plasma Membrane
7583,P22455    ,Cell-Cell Junction
7585,P22455    ,Endoplasmic Reticulum
7586,P22455    ,Receptor Complex
7635,P22455    ,Integral Component Of Membrane
7638,P22455    ,Endosome
7639,P22455    ,Membrane
7640,P22455    ,Cytoplasm
7642,P22455    ,Extracellular Region
7649,P09769    ,Cytoskeleton
7650,P09769    ,Extracellular Exosome
7652,P09769    ,Ruffle Membrane
7653,P09769    ,Actin Cytoskeleton
7654,P09769    ,Plasma Membrane
7656,P09769    ,Secretory Granule Lumen
7657,P09769    ,Cytosol
7661,P09769    ,Extracellular Region
7662,P09769    ,Aggresome
7670,P09769    ,Mitochondrion
7671,P09769    ,Cytoplasm
7672,P09769    ,Membrane
7673,P09769    ,Mitochondrial Inner Membrane
7674,P09769    ,Cell Projection
7679,P09769    ,Mitochondrial Intermembrane Space
7682,P17948    ,Focal Adhesion
7683,P17948    ,Integral Component Of Plasma Membrane
7684,P17948    ,Extracellular Space
7686,P17948    ,Receptor Complex
7688,P17948    ,Plasma Membrane
7691,P17948    ,Actin Cytoskeleton
7694,P17948    ,Endosome
7695,P17948    ,Cytoplasm
7696,P17948    ,Membrane
7697,P17948    ,Integral Component Of Membrane
7699,P17948    ,Extracellular Region
7705,P36888    ,Endoplasmic Reticulum
7706,P36888    ,Membrane
7707,P36888    ,Integral Component Of Membrane
7708,P36888    ,Endoplasmic Reticulum Lumen
7710,P36888    ,Integral Component Of Plasma Membrane
7711,P36888    ,Receptor Complex
7713,P36888    ,Plasma Membrane
7718,P36888    ,Protein-Containing Complex
7720,P36888    ,Cytosol
7721,P36888    ,Cytoplasm
7722,P36888    ,Nucleus
7724,P35916    ,Membrane
7725,P35916    ,Nucleus
7726,P35916    ,Cytoplasm
7727,P35916    ,Extracellular Region
7728,P35916    ,Plasma Membrane
7729,P35916    ,Integral Component Of Plasma Membrane
7731,P35916    ,Receptor Complex
7737,P35916    ,Nucleoplasm
7739,P35916    ,Integral Component Of Membrane
7745,P42685    ,Extracellular Exosome
7747,P42685    ,Nucleus
7748,P42685    ,Intracellular
7749,P42685    ,Specific Granule Lumen
7750,P42685    ,Azurophil Granule Lumen
7751,P42685    ,Cytosol
7753,P42685    ,Extracellular Region
7756,P42685    ,Nucleoplasm
7757,P42685    ,Plasma Membrane
7759,P42685    ,Cytoplasm
7763,P06241    ,Perinuclear Endoplasmic Reticulum
7764,P06241    ,Perinuclear Region Of Cytoplasm
7765,P06241    ,Mitochondrion
7766,P06241    ,Nucleus
7767,P06241    ,Membrane Raft
7768,P06241    ,Glial Cell Projection
7770,P06241    ,Cell Body
7771,P06241    ,Dendrite
7772,P06241    ,Postsynaptic Density
7775,P06241    ,Plasma Membrane
7777,P06241    ,Endosome
7787,P06241    ,Cytosol
7886,P06241    ,Cell Periphery
7891,P06241    ,Actin Filament
7894,P06241    ,Intracellular Component
7895,P06241    ,Glutamatergic Synapse
7898,P06241    ,Intracellular Membrane-Bounded Organelle
7899,P06241    ,Membrane
7905,P06241    ,Cytoplasm
7910,P08631    ,Focal Adhesion
7911,P08631    ,Caveola
7912,P08631    ,Actin Filament
7913,P08631    ,Lysosome
7914,P08631    ,Cytosol
7916,P08631    ,Plasma Membrane
7917,P08631    ,Nucleoplasm
7918,P08631    ,Membrane
7919,P08631    ,Nucleus
7920,P08631    ,Cell Projection
7921,P08631    ,Cell Junction
7922,P08631    ,Cytoplasm
7923,P08631    ,Golgi Apparatus
7924,P08631    ,Cytoplasmic Vesicle
7925,P08631    ,Cytoskeleton
7933,P08631    ,Transport Vesicle
7940,P08069    ,Plasma Membrane
7943,P08069    ,Protein Kinase Complex
7944,P08069    ,Intracellular Membrane-Bounded Organelle
7945,P08069    ,Membrane
7946,P08069    ,Integral Component Of Plasma Membrane
7947,P08069    ,Receptor Complex
7948,P08069    ,Axon
7949,P08069    ,Insulin Receptor Complex
7960,P08069    ,Cell
7962,P08069    ,Integral Component Of Membrane
7968,P06213    ,Nuclear Envelope
7969,P06213    ,Nuclear Lumen
7970,P06213    ,Neuronal Cell Body Membrane
7971,P06213    ,Dendrite Membrane
7972,P06213    ,External Side Of Plasma Membrane
7973,P06213    ,Extracellular Exosome
7975,P06213    ,Insulin Receptor Complex
7976,P06213    ,Membrane
7977,P06213    ,Caveola
7979,P06213    ,Integral Component Of Plasma Membrane
7980,P06213    ,Plasma Membrane
7981,P06213    ,Receptor Complex
7982,P06213    ,Axon
7985,P06213    ,Endosome Membrane
8005,P06213    ,Integral Component Of Membrane
8007,P06213    ,Lysosome
8010,P06213    ,Late Endosome
8011,P06213    ,Endosome
8014,P06213    ,Cell Body
8015,P06213    ,Neuronal Cell Body
8016,P06213    ,Dendrite
8018,P14616    ,Integral Component Of Plasma Membrane
8019,P14616    ,Membrane
8020,P14616    ,Integral Component Of Membrane
8025,P14616    ,Receptor Complex
8026,P14616    ,Axon
8027,P14616    ,Insulin Receptor Complex
8031,Q08881    ,Nucleus
8032,Q08881    ,Cytosol
8037,Q08881    ,Cell-Cell Junction
8040,Q08881    ,Cytoplasm
8044,P23458    ,Focal Adhesion
8045,P23458    ,Cytoplasm
8046,P23458    ,Nucleus
8047,P23458    ,Cytosol
8228,P23458    ,Endosome
8229,P23458    ,Cytoskeleton
8230,P23458    ,Membrane
8232,P23458    ,Endomembrane System
8233,O60674    ,Cytoplasm
8234,O60674    ,Nucleus
8235,O60674    ,Membrane
8236,O60674    ,Endomembrane System
8239,O60674    ,Membrane Raft
8240,O60674    ,Caveola
8244,O60674    ,Endosome Lumen
8245,O60674    ,Cytosol
8385,O60674    ,Nucleoplasm
8386,O60674    ,Focal Adhesion
8387,O60674    ,Plasma Membrane
8389,O60674    ,Cell
8390,O60674    ,Glutamatergic Synapse
8391,O60674    ,Postsynapse
8392,O60674    ,Nuclear Matrix
8396,O60674    ,Cytoskeleton
8398,P52333    ,Plasma Membrane
8403,P52333    ,Cytosol
8449,P52333    ,Endosome
8450,P52333    ,Cytoskeleton
8451,P52333    ,Membrane
8452,P52333    ,Cytoplasm
8454,P52333    ,Endomembrane System
8457,P35968    ,Cytoplasmic Vesicle
8458,P35968    ,Plasma Membrane
8459,P35968    ,Membrane
8460,P35968    ,Endoplasmic Reticulum
8461,P35968    ,Nucleus
8462,P35968    ,Extracellular Region
8463,P35968    ,Cytoplasm
8464,P35968    ,Cell Junction
8465,P35968    ,Endosome
8466,P35968    ,Integral Component Of Membrane
8468,P35968    ,Early Endosome
8475,P35968    ,Integral Component Of Plasma Membrane
8476,P35968    ,Sorting Endosome
8479,P35968    ,Membrane Raft
8483,P35968    ,Golgi Apparatus
8485,P35968    ,Receptor Complex
8531,P10721    ,Extracellular Space
8532,P10721    ,Receptor Complex
8533,P10721    ,Integral Component Of Plasma Membrane
8534,P10721    ,Plasma Membrane
8569,P10721    ,Fibrillar Center
8570,P10721    ,Mast Cell Granule
8571,P10721    ,Cell Surface
8572,P10721    ,External Side Of Plasma Membrane
8573,P10721    ,Cell-Cell Junction
8574,P10721    ,Cytoplasmic Side Of Plasma Membrane
8576,P10721    ,Cytoplasm
8577,P10721    ,Acrosomal Vesicle
8582,P10721    ,Integral Component Of Membrane
8583,P10721    ,Membrane
8585,P06239    ,Membrane Raft
8586,P06239    ,Plasma Membrane
8587,P06239    ,Extracellular Exosome
8590,P06239    ,Pericentriolar Material
8593,P06239    ,Cytosol
8653,P06239    ,Immunological Synapse
8654,P06239    ,Cell
8655,P06239    ,Cytoplasm
8657,P06239    ,Membrane
8661,Q8IWU2    ,Recycling Endosome
8663,Q8IWU2    ,Perinuclear Region Of Cytoplasm
8665,Q8IWU2    ,Integral Component Of Membrane
8666,Q8IWU2    ,Golgi Apparatus
8667,Q8IWU2    ,Early Endosome
8669,Q8IWU2    ,Receptor Complex
8670,Q8IWU2    ,Integral Component Of Plasma Membrane
8671,Q8IWU2    ,Cytosol
8672,Q8IWU2    ,Neuronal Cell Body
8673,Q8IWU2    ,Growth Cone
8675,Q8IWU2    ,Membrane
8678,Q96Q04    ,Axon
8679,Q96Q04    ,Membrane
8680,Q96Q04    ,Golgi Membrane
8681,Q96Q04    ,Dendrite
8682,Q96Q04    ,Cell Projection
8684,Q96Q04    ,Golgi Apparatus
8685,Q96Q04    ,Integral Component Of Membrane
8687,P29376    ,Integral Component Of Plasma Membrane
8688,P29376    ,Plasma Membrane
8689,P29376    ,Membrane
8690,P29376    ,Receptor Complex
8692,P29376    ,Integral Component Of Membrane
8698,P07948    ,Membrane Raft
8699,P07948    ,Extracellular Exosome
8700,P07948    ,Perinuclear Region Of Cytoplasm
8702,P07948    ,Plasma Membrane
8704,P07948    ,Golgi Apparatus
8706,P07948    ,Cytoplasm
8707,P07948    ,Nucleus
8719,P07948    ,Cytosol
8768,P07948    ,Intracellular Membrane-Bounded Organelle
8771,P07948    ,Mast Cell Granule
8773,P07948    ,Protein-Containing Complex
8777,P07948    ,Postsynaptic Specialization
8778,P07948    ,Intracellular Component
8779,P07948    ,Glutamatergic Synapse
8782,P07948    ,Mitochondrial Membrane
8783,P07948    ,Mitochondrial Crista
8784,P07948    ,Membrane
8785,P07948    ,Postsynaptic Density
8787,P07948    ,Mitochondrial Intermembrane Space
8799,P42679    ,Cytoplasm
8800,P42679    ,Membrane
8802,P42679    ,Cytosol
8805,Q12866    ,Integral Component Of Plasma Membrane
8806,Q12866    ,Rhabdomere
8807,Q12866    ,Cytoplasm
8809,Q12866    ,Extracellular Space
8810,Q12866    ,Receptor Complex
8812,Q12866    ,Plasma Membrane
8813,Q12866    ,Photoreceptor Outer Segment
8814,Q12866    ,Membrane
8815,Q12866    ,Integral Component Of Membrane
8818,P08581    ,Cell Surface
8819,P08581    ,Integral Component Of Plasma Membrane
8820,P08581    ,Integral Component Of Membrane
8821,P08581    ,Receptor Complex
8822,P08581    ,Basal Plasma Membrane
8824,P08581    ,Plasma Membrane
8886,P08581    ,Extracellular Region
8887,P08581    ,Membrane
8892,Q04912    ,Cell Surface
8893,Q04912    ,Integral Component Of Plasma Membrane
8894,Q04912    ,Receptor Complex
8895,Q04912    ,Basal Plasma Membrane
8897,Q04912    ,Plasma Membrane
8901,Q04912    ,Vacuole
8902,Q04912    ,Stress Fiber
8903,Q04912    ,Integral Component Of Membrane
8905,Q04912    ,Membrane
8908,O15146    ,Postsynaptic Membrane
8909,O15146    ,Neuromuscular Junction
8910,O15146    ,Integral Component Of Plasma Membrane
8911,O15146    ,Receptor Complex
8914,O15146    ,Cell Junction
8915,O15146    ,Membrane
8916,O15146    ,Plasma Membrane
8918,O15146    ,Synapse
8919,O15146    ,Integral Component Of Membrane
8922,P04629    ,Integral Component Of Plasma Membrane
8924,P04629    ,Protein-Containing Complex
8926,P04629    ,Plasma Membrane
8927,P04629    ,Late Endosome
8928,P04629    ,Early Endosome
8929,P04629    ,Receptor Complex
8930,P04629    ,Axon
8932,P04629    ,Endosome Membrane
8944,P04629    ,Golgi Membrane
8946,P04629    ,Recycling Endosome
8947,P04629    ,Neuronal Cell Body
8949,P04629    ,Cytoplasmic Vesicle
8950,P04629    ,Dendrite
8952,P04629    ,Cell Surface
8960,P04629    ,Cytoplasm
8962,P04629    ,Membrane
8963,P04629    ,Integral Component Of Membrane
8965,P04629    ,Endosome
8967,P04629    ,Early Endosome Membrane
8968,P04629    ,Recycling Endosome Membrane
8969,P04629    ,Late Endosome Membrane
8973,Q16620    ,Integral Component Of Plasma Membrane
8974,Q16620    ,Membrane
8975,Q16620    ,Cell Junction
8976,Q16620    ,Cell Projection
8977,Q16620    ,Integral Component Of Membrane
8978,Q16620    ,Cytoplasm
8979,Q16620    ,Synapse
8980,Q16620    ,Plasma Membrane
8981,Q16620    ,Endosome
8983,Q16620    ,Endosome Membrane
8984,Q16620    ,Early Endosome Membrane
8985,Q16620    ,Perinuclear Region Of Cytoplasm
8986,Q16620    ,Axon
8988,Q16620    ,Postsynaptic Density
8989,Q16620    ,Dendrite
8994,Q16620    ,Early Endosome
8996,Q16620    ,Axon Terminus
8997,Q16620    ,Receptor Complex
8998,Q16620    ,Dendritic Spine
9006,Q16620    ,Golgi Membrane
9008,Q16620    ,Terminal Bouton
9011,Q16620    ,Cytosol
9015,Q16288    ,Integral Component Of Plasma Membrane
9016,Q16288    ,Receptor Complex
9017,Q16288    ,Axon
9019,Q16288    ,Plasma Membrane
9026,Q16288    ,Integral Component Of Postsynaptic Membrane
9027,Q16288    ,Glutamatergic Synapse
9028,Q16288    ,Membrane
9030,Q16288    ,Cytoplasm
9034,Q16288    ,Integral Component Of Membrane
9037,P16234    ,Cilium
9038,P16234    ,Golgi Apparatus
9039,P16234    ,Membrane
9040,P16234    ,Integral Component Of Plasma Membrane
9041,P16234    ,Intrinsic Component Of Plasma Membrane
9042,P16234    ,Cytoplasm
9043,P16234    ,Nucleus
9044,P16234    ,Receptor Complex
9046,P16234    ,Plasma Membrane
9068,P16234    ,Protein-Containing Complex
9069,P16234    ,Cell Junction
9071,P16234    ,Nucleoplasm
9072,P16234    ,Cell
9073,P16234    ,Cell Surface
9074,P16234    ,External Side Of Plasma Membrane
9076,P16234    ,Microvillus
9082,P16234    ,Cell Projection
9083,P16234    ,Integral Component Of Membrane
9089,P09619    ,Focal Adhesion
9090,P09619    ,Membrane
9092,P09619    ,Intrinsic Component Of Plasma Membrane
9093,P09619    ,Apical Plasma Membrane
9094,P09619    ,Cytoplasm
9095,P09619    ,Nucleus
9096,P09619    ,Receptor Complex
9097,P09619    ,Integral Component Of Plasma Membrane
9098,P09619    ,Plasma Membrane
9121,P09619    ,Intracellular Membrane-Bounded Organelle
9122,P09619    ,Golgi Apparatus
9123,P09619    ,Cell Surface
9131,P09619    ,Lysosome
9132,P09619    ,Integral Component Of Membrane
9133,P09619    ,Cytoplasmic Vesicle
9136,P09619    ,Lysosomal Lumen
9138,Q05397    ,Plasma Membrane
9139,Q05397    ,Cytoplasm
9140,Q05397    ,Stress Fiber
9141,Q05397    ,Cytoskeleton
9142,Q05397    ,Focal Adhesion
9144,Q05397    ,Cytosol
9145,Q05397    ,Nucleus
9147,Q05397    ,Dendritic Spine
9191,Q05397    ,Intracellular Membrane-Bounded Organelle
9194,Q05397    ,Lamellipodium
9195,Q05397    ,Apical Plasma Membrane
9202,Q05397    ,Membrane
9205,Q05397    ,Cell Junction
9207,Q05397    ,Cell Cortex
9209,Q05397    ,Microtubule Organizing Center
9213,Q14289    ,Postsynaptic Density
9214,Q14289    ,Apical Dendrite
9215,Q14289    ,Cell Body
9216,Q14289    ,Neuronal Cell Body
9217,Q14289    ,Growth Cone
9218,Q14289    ,Dendrite
9219,Q14289    ,Nmda Selective Glutamate Receptor Complex
9221,Q14289    ,Cytoplasm
9222,Q14289    ,Perinuclear Region Of Cytoplasm
9223,Q14289    ,Lamellipodium
9224,Q14289    ,Focal Adhesion
9225,Q14289    ,Nucleus
9226,Q14289    ,Dendritic Spine
9228,Q14289    ,Cytosol
9234,Q14289    ,Cell
9235,Q14289    ,Glutamatergic Synapse
9236,Q14289    ,Postsynapse
9239,Q14289    ,Membrane Raft
9243,Q14289    ,Cell Projection
9246,Q14289    ,Axon
9249,Q14289    ,Cell Cortex
9254,Q14289    ,Cell Junction
9256,Q14289    ,Membrane
9259,Q14289    ,Plasma Membrane
9267,Q14289    ,Cytoskeleton
9270,Q13882    ,Cytoplasm
9271,Q13882    ,Nucleus
9272,Q13882    ,Ruffle
9273,Q13882    ,Cytosol
9303,Q13882    ,Nucleoplasm
9309,Q13882    ,Nuclear Body
9310,Q13882    ,Plasma Membrane
9314,Q13882    ,Cell Projection
9316,Q13882    ,Membrane
9323,Q13308    ,Focal Adhesion
9324,Q13308    ,Integral Component Of Plasma Membrane
9325,Q13308    ,Cell-Cell Junction
9327,Q13308    ,Membrane
9329,Q13308    ,Plasma Membrane
9331,Q13308    ,Integral Component Of Membrane
9332,Q13308    ,Cell Junction
9336,P07949    ,Plasma Membrane
9337,P07949    ,Plasma Membrane Protein Complex
9338,P07949    ,Endosome Membrane
9339,P07949    ,Integral Component Of Plasma Membrane
9341,P07949    ,Receptor Complex
9342,P07949    ,Axon
9369,P07949    ,Membrane Raft
9370,P07949    ,Neuronal Cell Body
9371,P07949    ,Dendrite
9373,P07949    ,Early Endosome
9374,P07949    ,Membrane
9375,P07949    ,Endosome
9377,P07949    ,Integral Component Of Membrane
